pct_scrandom	mouse_move_total_rel_distance	screen_height	session_duration	pct_click_product_info	pct_scroll_move_duration	pct_mouse_move	total_load_time	ack	session_id	scroll_move_total_rel_distance	pct_mouse_click	product_ean	user_id	wild_mouse_duration	session_start	browser_name	screen_width	pct_input	pct_rage_click	pct_click	pct_doubleclick	pct_wild_mouse	page_activity_duration	pct_scroll_move
72.05453	11.57504	800	160.82206	38.77881	15.05283	8.66379	6.94921	0.00000	774750	12.43728	11.76707	9803346866252	1566	10.75140	2021-12-03 11:47:19	edge	lower	0.00244	42.24557	13.35453	14.49624	47.38884	13.32800	45.48625
39.16135	11.16666	1080	119.23317	57.15272	16.17634	8.31356	4.58152	0.00000	92452	11.41363	8.62364	4452912225013	585	13.55512	2023-06-27 07:49:11	safari	1920	0.03967	53.98330	12.77111	9.51712	33.08625	12.89424	67.08800
59.72592	12.18568	1080	108.97733	63.83259	14.77453	11.04709	3.27486	1.00000	1466085	13.50747	11.18670	1796053101274	1711	13.03270	2019-02-23 11:32:04	chrome	1024	0.02352	46.30061	15.16825	12.78450	50.69754	13.06859	68.15021
45.64541	11.43141	higher	102.11621	50.29021	15.97700	8.08545	1.00920	0.00000	653260	11.87719	10.71590	7561707744015	2328	12.26808	2018-11-16 23:31:43	chrome	1920	0.01098	50.30447	14.10153	10.76355	46.40709	11.45747	79.87128
47.73597	11.50848	1080	245.06812	35.48793	13.30606	10.50981	6.70614	1.00000	1173661	11.73821	12.98525	9158676696988	1707	12.36297	2023-06-10 18:36:37	firefox	1366	0.01206	36.62805	13.29524	13.47635	47.58531	15.59077	55.89139
36.74523	12.35172	768	221.78571	72.46219	14.40647	11.41839	4.98399	0.00000	80125	13.30929	11.01441	5230438344314	1487	13.33171	2020-07-11 13:11:01	firefox	higher	0.03171	64.93499	12.01931	10.98960	62.47188	14.68892	39.72455
44.77802	12.10182	1080	16.33455	31.21495	10.75671	11.70050	3.96078	1.00000	349893	10.41309	14.62623	0841001215266	919	10.95645	2020-08-22 21:07:57	edge	1366	0.00297	29.49964	12.34725	12.90655	59.14753	13.73092	44.35579
47.02161	12.62112	1080	222.92645	57.58734	10.99957	12.13528	1.37111	1.00000	178788	11.49981	16.91952	9273566136198	2263	11.21822	2019-02-21 03:57:15	safari	1024	0.00382	46.96534	13.89667	11.60549	41.52762	12.90091	82.82645
41.76981	10.76394	lower	81.87757	28.19813	15.49759	7.21619	0.69744	0.00000	1409643	12.88112	11.81097	1963696054933	1474	10.03714	2019-11-21 19:30:21	mobile	1366	0.00125	66.95211	15.05910	14.35067	53.51358	14.92918	36.43764
38.54036	14.68726	768	170.60435	38.94404	15.12222	12.93079	4.99097	1.00000	619886	14.15232	13.89277	9322686399751	2202	13.26184	2023-09-22 22:00:43	safari	800	0.02959	54.83760	14.84467	10.06639	67.45294	14.15011	30.69842
63.08429	13.40485	800	283.01073	58.65787	13.90215	12.07881	1.29784	0.00000	574921	11.48324	11.81913	2873119241491	684	12.45728	2021-04-04 02:02:25	firefox	1024	0.01325	50.43929	11.77251	14.57909	50.63897	12.68735	34.95921
44.12080	12.95965	800	39.65957	90.13842	11.63519	17.67364	4.53686	1.00000	1186592	14.06614	11.15165	6805930038697	294	18.19192	2022-07-31 02:00:09	chrome	1280	4.08473	51.78869	12.75658	12.97713	56.37470	13.10601	26.45747
42.17610	9.59349	768	143.02463	59.42993	13.20013	10.47516	0.14054	1.00000	943560	9.00667	9.52755	1092226249522	332	16.82804	2019-06-10 22:51:27	mobile	1920	1.04437	48.66845	13.91813	11.26216	68.97492	11.88885	51.91310
53.08433	13.63957	768	111.61177	33.54810	14.39495	14.21801	0.63406	1.00000	858153	13.15407	11.04221	1174479687204	1055	15.56933	2021-02-08 09:06:24	mobile	lower	0.29668	48.80001	14.45222	13.29445	59.31755	12.99773	71.72418
72.08764	13.78728	600	237.66428	56.38892	13.78408	13.14722	4.36546	0.00000	148937	10.13880	12.12424	9395730125316	1730	14.25127	2023-04-20 11:31:21	edge	1280	0.07950	61.98105	12.86389	14.98234	56.50769	11.70143	45.71040
39.31939	10.75272	768	200.99144	59.55627	15.81977	7.67439	2.14453	1.00000	1040549	11.21243	12.44085	9343823277756	271	13.24306	2018-10-28 01:03:35	edge	800	0.02899	54.50582	13.03398	10.43248	62.91279	14.25568	50.29371
39.14027	10.60781	768	113.79923	43.33030	17.22321	4.90656	9.81383	0.00000	1170148	11.61546	9.63806	1918799196868	280	10.25680	2018-11-08 09:36:59	edge	1920	0.00150	54.11629	13.09377	9.34213	52.38202	13.27114	55.45178
31.93240	11.86058	768	187.61443	57.93247	13.21230	13.66283	2.85173	1.00000	719950	9.60471	9.92133	1541689313665	1687	17.81492	2021-09-18 15:24:42	chrome	higher	2.80178	48.12741	13.36191	13.25174	27.98608	14.94411	54.63010
53.75478	10.92901	1080	134.83582	33.72791	12.29278	12.58590	0.84339	1.00000	451319	9.37945	10.40987	4513964302777	575	17.14262	2023-01-19 06:37:30	other	800	1.43043	49.91050	12.99545	9.86767	32.84027	12.84046	46.09442
45.86939	10.93356	768	112.71128	38.99614	14.68153	8.06147	1.87581	0.00000	1300071	12.04297	10.80010	6685899574579	1711	10.98254	2023-05-20 23:58:53	edge	800	0.00306	57.33883	12.83444	11.37216	50.92821	13.57668	37.58851
40.30923	12.82371	768	56.12869	42.05202	15.85714	9.20625	3.01512	0.00000	728535	11.45996	12.30884	3555152636005	2379	11.42653	2021-03-22 11:15:34	chrome	1280	0.00478	49.55422	12.20668	14.54096	41.90496	13.08628	43.03439
43.04870	14.91160	800	120.17906	57.51249		14.53608	5.33587	1.00000	961279	13.57523	11.33386	3939204994495	1272	16.10180	2022-08-03 05:23:19	edge	800	0.50519	62.41234	14.80186	13.01533	77.24128	13.77334	53.35380
67.40799	11.74667	600	127.26398	28.40166	11.19549	13.57366	13.16844	1.00000	1241782	14.25574	17.70519	2711690358668	240	14.35135	2023-03-03 03:07:45	chrome	800	0.08777	84.13792	15.50739	9.51548	50.87190	14.60412	62.70013
36.17202	10.25562	1024	151.25633	60.28792	13.51588	9.33885	1.77725	0.00000	1158727	12.21074	11.45525	0679049458730	929	11.80312	2021-11-02 19:43:25	safari	800	0.00697	68.76676	12.61870	15.31119	57.49967	12.75923	50.60051
36.36619	12.06892	1080	251.94532	55.86907	9.80198	13.96336	3.61987	1.00000	1315162	12.60603	17.19871	0279933437379	465	13.36288	2020-05-15 19:09:25	edge	higher	0.03268	31.66501	12.79664	9.58228	39.60015	12.12900	47.61674
41.39589	10.50765	1080	167.34788	60.92972	13.02776	7.83722	1.72388	1.00000	889989	9.91603	12.23238	7265930815442	1912	10.24906	2023-08-19 09:15:52	chrome	800	0.00149	63.10342	13.64348	12.36396	45.63551	14.13136	42.91056
44.23559	11.56931	1080	146.40088	34.06314	14.93681	10.72507	2.95587	1.00000	162296	12.73426	12.24832	9546319654219	1105	14.32011	2021-12-25 06:01:46	safari	800	0.08513	51.46589	12.51485	13.12223	42.56908	13.62308	51.38597
63.17549	12.58511	higher	154.27485	71.49867	13.39859	15.25917	1.80097	1.00000	652225	12.29544	9.63944	1347503090275	2089	18.07056	2022-09-16 02:23:36	edge	1024	3.61793	58.41185	14.57626	12.67625	32.82268	13.06094	53.78380
25.83957	12.34455	lower	177.95336	46.38093	14.75676	10.11071	4.33680	0.00000	237002	11.10995	11.78212	9111760484144	2128	12.90647	2019-05-02 02:39:44	chrome	1366	0.02075	48.88988	13.50258	11.71668	39.48440	13.64282	52.19535
46.99415	11.94832	lower	51.78550	63.09914	10.84207	12.44005	3.32436	1.00000	858177	12.25330	16.18947	3117467397493	765	12.24389	2022-02-12 07:49:04	safari	800	0.01073	52.65071	12.57670	10.70745	59.06195	14.41008	58.95620
45.29307	12.43515	800	143.27669	44.49627	13.96515	10.40141	0.35490	0.00000	886750	13.56742	13.41589	0949554558936	101	10.75533	2020-02-07 03:28:25	edge	1280	0.00248	30.83032	13.31546	12.57520	57.69261	12.90921	47.78101
55.44460	11.86302	1080	86.39596	33.48707	14.29470	10.45668	1.39273	0.00000	1223898	11.39724	11.24453	1062214018713	2331	13.32736	2020-10-17 22:51:25	chrome	1920	0.03152	54.63743	12.22342	11.91419	51.04648	13.71082	33.96263
40.07758	11.54553	600	181.93125	56.27010	19.18432	3.83178	10.02944	0.00000	648018	12.82372	11.82501	1384936782889	151	8.51637	2020-07-27 09:29:08	edge	800	0.00033	49.31329	12.76424	13.21946	49.75824	12.70380	42.56169
64.54917	11.66108	800	184.26713	50.17143	15.20765	6.25311	2.67766	0.00000	378772	12.08568	14.54374	8353391815688	515	7.81873	2019-04-27 17:41:07	firefox	1366	0.00017	63.86380	13.39632	12.56950	39.31379	12.41359	31.48765
47.74320	12.33417	600	159.82550	61.30559	14.66176	10.22097	5.81072	0.00000	431489	13.69524	11.93574	2280247906572	893	11.54780	2023-09-21 05:03:23	edge	800	0.00537	49.39454	12.46474	11.29197	68.87220	14.08241	60.28706
67.22213	9.54238	lower	70.50631	39.85630	12.46662	7.22881	6.23464	0.00000	1011650	11.78814	9.82763	6490543821127	354	8.47560	2019-02-22 10:26:13	edge	higher	0.00029	62.60420	10.60400	12.30481	70.22189	12.32076	38.87422
50.61442	11.09636	768	236.63871	40.30219	14.46792	8.39271	3.76698	0.00000	538587	12.88669	10.80007	7761462404074	1159	10.45768	2023-04-12 02:14:32	chrome	1280	0.00189	30.01479	12.51343	11.41648	33.51335	14.28623	63.20927
56.82314	10.84963	higher	168.68767	56.66442	15.08988	9.56969	10.45762	1.00000	1112755	9.68054	12.45744	9733680748054	671	15.86536	2019-01-23 22:56:10	edge	1366	0.39888	50.61388	15.37653	11.98538	66.87928	11.94814	58.24780
54.13724	13.02502	600	157.11147	73.99080	15.29811	11.93896	2.85210	0.00000	329642	13.15651	10.97097	2310001833957	1623	14.55160	2022-11-26 09:46:18	safari	800	0.10727	68.72336	13.94983	10.58249	67.04356	14.64178	53.94306
26.19138	10.61816	lower	136.05898	58.77860	15.79062	7.08073	1.46088	0.00000	334078	10.92884	11.26236	7738502169750	2058	10.97645	2019-12-24 03:21:50	mobile	1280	0.00304	47.31788	13.79467	16.99970	47.42282	13.09761	53.63243
41.25444	10.75836	lower	269.81350	40.17648	13.82084	11.17089	8.13191	1.00000	365555	11.64927	11.08694	1655067336600	508	15.40571	2022-09-10 17:25:50	edge	1920	0.25193	47.33626	12.83692	12.49579	67.85291	13.77373	2.70469
69.15643	12.58002	800	208.16508	54.57408	11.33442	11.62547	1.96858	1.00000	408531	10.50149	14.76252	3417390844393	646	10.93335	2020-02-24 21:08:55	firefox	1366	0.00301	53.21219	15.62583	12.43288	41.16960	12.68072	44.47291
52.92847	11.33852	600	224.07189	73.62668	14.87560	8.91672	5.83507	0.00000	488922	11.94031	12.48747	9582770922351	1859	11.77870	2022-02-23 17:39:50	chrome	1024	0.00672	63.51385	13.26683	14.35366	42.35163	12.77216	39.58287
46.34428	11.43737	600	194.95960	19.00838	15.96825	7.20883	6.37422	0.00000	268874	9.49561	12.13210	8807968325426	1260	12.12070	2019-04-20 15:05:16	chrome	1280	0.00948	53.92728	11.56804	12.18041	44.96342	15.18913	51.08784
35.21568	11.26984	768	133.17494	54.42000	9.27063	12.15090	4.43876	1.00000	565588	9.92713	14.50100	8438222878503	1978	11.55184	2021-03-28 14:43:30	other	800	0.00541	58.84800	13.36637	11.46777	65.09819	13.45814	34.55570
38.59474	10.12468	768	167.21219	53.79570	14.20320	5.81350	6.82908	0.00000	42833	10.18325	10.74084	6612139000734	772	8.76074	2021-05-01 21:12:08	firefox	800	0.00041	41.70795	13.30169	12.01888	48.77821	13.66553	54.78700
57.19618	12.79016	lower	181.77042	74.97727	12.06286	14.34404	1.49912	1.00000	1472323	15.46216	17.08231	9611508643272	1206	13.44548	2018-11-22 13:25:17	mobile	1366	0.03549	56.46380	14.69989	13.75798	64.23506	11.48563	38.80495
44.98526	13.41855	lower	57.74651	44.34870	9.81242	11.86846	0.41649	1.00000	145425	8.44788	17.40515	2316574843096	769	9.68600	2020-11-11 00:40:06	firefox	lower	0.00093	38.38321	12.79126	11.39139	48.75238	14.36142	62.38354
67.74690	9.35328	800	123.70281	73.13808	13.90068	9.21554	3.99933	1.00000	323021	10.44337	10.73048	1194406203567	1818	15.37135	2021-07-18 20:31:14	other	1024	0.24338	57.39619	14.66560	11.55605	64.83048	14.77564	43.93786
45.39758	12.04410	800	210.97580	19.08071	17.78349	6.23995	5.08970	0.00000	676915	8.79734	12.40590	6793491909481	1000	12.69796	2023-02-13 20:56:44	edge	1920	0.01687	44.91551	14.17256	11.36785	62.33298	13.75472	35.47289
34.51781	12.49896	lower	202.95861	54.24127	11.40482	9.78911	4.49751	1.00000	799484	9.15062	15.91891	0884624633956	1064	9.51221	2020-09-06 05:16:25	chrome	800	0.00072	61.84402	13.59157	10.21151	41.54713	13.46713	47.24853
54.95424	12.97493	768	179.58535	49.58388	12.84102	13.38398	1.37054	0.00000	896802	11.49028	10.87980	4638922950002	2490	13.83306	2021-05-09 23:14:03	edge	1280	0.05232	43.24570	11.68727	14.00435	23.96772	13.29840	63.73704
84.90293	13.70557	1080	214.42531	50.58004	16.06621	11.21311	5.56666	1.00000	616742	13.17619	13.50792	7759315273366	1776	13.43359	2019-04-14 01:50:19	opera	lower	0.03509	46.01067	12.24483	11.92625	45.90535	12.66082	50.18818
40.42645	11.85183	1080	189.85318	41.52970	9.08817	14.64679	3.81318	1.00000	1322084	13.07125	15.96931	6016730751314	520	12.86286	2021-05-31 08:00:02	chrome	800	0.01986	51.78567	11.56938	11.98210	39.63699	12.98346	32.69172
49.05783	10.28308	1080	132.04144	46.33912	14.28246	9.16564	1.04269	1.00000	1228093	9.19113	10.73139	5559440176660	16	15.26846	2021-12-17 01:38:59	safari	1280	0.21959	45.01053	13.84852	10.45601	55.67751	12.85260	40.50355
29.37597	13.11503	1080	161.62775	66.23365	11.94802	12.07786	3.09801	1.00000	1415762	11.96143	16.83676	0630530392933	1353	11.33055	2019-08-29 04:05:51	mobile	lower	0.00438	52.53210	13.38458	11.78610	66.86751	13.77222	31.14130
65.26503	11.22391	800	143.84867	57.46939	12.20150	12.36854	9.30051	0.00000	579341	10.93586	9.87897	5167824879757	2142	14.44173	2021-08-30 09:49:39	edge	1920	0.09610	57.50956	11.95735	13.08348	61.10535	12.13530	58.73250
48.35629	12.13481	800	209.69510	58.13687	11.57302	11.40077	0.24131	1.00000	218626	11.41767	16.32267	1696563346182	2048	11.76990	2020-12-07 10:08:44	edge	lower	0.00670	55.67101	12.71286	10.51105	54.88597	13.57213	29.50073
50.05836	9.87193	1080	93.84151	44.16335	15.83503	7.10457	4.01563	1.00000	840657	11.64549	12.29695	8023163952797	2104	13.15579	2020-04-17 12:13:36	firefox	800	0.02661	53.89389	15.00175	11.92278	60.00585	11.69732	56.60833
45.82228	10.45714	1024	199.34323	57.18863	10.60943	10.65079	8.05278	1.00000	1068417	11.17003	14.10544	4781503108474	1296	11.69217	2019-12-10 19:54:27	edge	1920	0.00620	55.44575	13.20470	10.31417	60.30145	13.38785	35.45523
34.91228	11.60002	1080	105.45686	61.31848	10.01698	11.70870	5.61469	1.00000	264153	10.64323	14.84889	3054913492022	1943	11.18885	2023-05-13 07:28:26	edge	1280	0.00378	35.67973	13.43450	10.34662	43.62243	14.21061	30.78307
36.13535	10.31564	800	108.41789	61.71237	14.43709	8.66260	5.12292	1.00000	1311913	10.70804	10.99297	4381689092668	2115	12.35856	2020-10-22 00:54:07	edge	1920	0.01200	73.63578	12.36785	16.85082	49.80022	14.37452	67.27164
54.38501	12.94468	800	6.51045	48.50075	12.75531	13.24320	1.02536	1.00000	882937	14.59040	18.99088	2089278388049	2466	13.68454	2023-04-11 08:59:12	firefox	lower	0.04512	64.50067	12.15526	11.28311	61.09200	13.30784	36.42889
56.58034	12.75369	800	7.14993	56.89394	17.40070	7.48175	4.06991	0.00000	1362302	11.16981	11.51343	7976728059008	2177	10.77039	2022-03-06 19:29:31	edge	1366	0.00250	36.84542	14.92238	14.87523	66.76285	13.71601	34.14160
35.85741	11.37097	1080	88.27887	53.56500	15.84638	7.48533	7.88524	0.00000	1384496	12.81851	12.66064	3762532309231	423	10.35502	2020-03-26 02:29:45	chrome	1920	0.00172	61.81964	11.34282	13.50770	60.08773	13.36922	61.10494
55.93254	10.93644	800	219.98572	51.60694	10.65776	10.08345	1.76310	1.00000	236295	9.77970	13.23171	0331195369260	1351	10.58100	2019-12-17 09:30:35	chrome	1024	0.00206	63.50122	13.15554	10.72908	51.09943	14.20897	44.20398
60.51944	9.56489	1024	198.14507	24.89617	11.88907	7.14412	8.48656	1.00000	627618	9.32340	12.13125	7948903839040	2179	9.97164	2021-03-12 07:05:19	safari	1920	0.00111	56.80287	13.20350	9.35948	46.73310	14.08481	49.16426
42.26285	13.68513	600	71.70963	42.44809	12.82398	11.40535	10.32627	1.00000	993190	12.15628	16.96985	6958641428247	453	10.03024	2022-07-19 13:23:20	firefox	1366	0.00126	37.09385	13.82227	13.50940	32.02238	12.35276	40.96948
61.46960	10.29825	lower	206.07638	37.92271	11.37320	10.94720	3.82910	1.00000	1112486	13.08216	13.60884	6935955106245	2070	12.12811	2022-09-12 02:21:39	edge	higher	0.00959	65.64576	12.31883	11.26104	51.38589	13.53734	42.55555
50.16709	11.67955	600	171.14827	55.76636	16.44018	6.25409	2.56604	0.00000	1337740	11.53200	11.78423	7146835956341	2272	9.85144	2021-07-22 20:10:25	opera	1920	0.00106	53.27253	12.97488	10.44199	62.07109	14.09016	67.56552
56.39753	9.63221	higher	27.36584	56.30728	13.77701	11.36680	8.13881	1.00000	484165	9.93994	10.46539	1444218428833	2117	18.53434	2022-08-19 04:43:13	firefox	1280	5.75270	36.01235	12.85605	12.16500	48.29721	12.99557	54.07907
60.25374	10.27354	1080	102.72839	31.77121	13.62196	10.71946	2.55781	1.00000	1338242	9.67964	11.89935	2986408263477	2488	16.76659	2022-03-08 05:15:35	edge	lower	0.98215	42.03159	13.36413	11.13011	62.32623	14.14950	78.75716
58.81486	10.18129	768	52.29473	61.41816	11.59238	9.70001	2.73205	1.00000	1107235	10.83680	12.51404	6434375290706	1683	11.63416	2021-11-30 22:21:34	chrome	800	0.00584	55.46685	13.45315	11.34399	28.58873	12.97218	62.81097
37.60788	11.38752	1024	186.61085	57.92733	17.52444	5.84393	0.94740	0.00000	298591	11.73077	12.69400	2606130082459	1918	10.40762	2021-05-21 07:49:09	edge	1366	0.00178	43.77233	13.46786	14.34398	65.03859	11.61947	56.69739
44.97960	12.70227	1024	115.15651	54.32706	11.43841	9.92133	14.51615	1.00000	699171	7.73961	15.33004	1978421786690	881	10.21048	2019-01-16 16:53:25	edge	1920	0.00148	64.23456	11.65129	10.10119	30.75440	12.21015	37.56264
43.83743	11.98204	1024	84.27058	42.61222	14.37373	9.99545	3.20260	0.00000	1221285	10.22455	11.31664	7300019745392	1191	11.87609	2021-11-17 05:16:03	edge	800	0.00740	47.52088	12.81435	18.00117	51.84512	14.72842	61.57380
49.12924	10.31069	1024	175.59781	49.40520	9.43790	15.27604	1.01203	1.00000	458939	15.81290	14.85099	6849942961161	1329	15.00981	2022-04-03 03:07:04	edge	1366	0.16955	78.96886	12.88781	12.73409	50.26305	13.23015	54.62836
56.27959	11.29001	800	174.25458	49.95236	13.70173	10.26626	1.59836	0.00000	1253306	11.15734	11.36094	4422765512417	2154	12.35923	2021-05-04 16:20:25	opera	lower	0.01200	54.56046	13.26173	16.19862	25.16914	12.64005	54.48651
58.54937	9.47176	lower	184.47038	49.96956	17.00696	4.18382	1.90259	1.00000	1252601	10.80395	12.14073	0201324717326	1736	9.66990	2021-09-09 13:48:39	edge	lower	0.00094	49.28709	14.43211	18.11349	51.65335	12.70014	45.63359
53.60041	13.43378	800	248.56379	45.62303	14.50362	12.20387	13.03737	1.00000	555492	11.89619	12.56278	0533037342190	929	14.58416	2022-11-04 07:27:18	edge	lower	0.11075	41.02816	13.54069	8.86531	57.39822	13.03156	55.79510
57.80274	10.92104	768	121.66069	66.44135	15.30301	8.51837	3.01177	0.00000	305896	10.74195	12.52521	5426329171422	1902	14.19150	2021-03-26 12:13:58	chrome	1366	0.07485	43.19262	11.97399	9.34591	33.96726	13.58740	40.14854
46.58181	13.00387	800	108.85429	58.09765	16.04527	11.90991	10.09133	1.00000	872612	11.26490	12.28413	4552408360812	1197	16.47298	2023-07-21 05:38:31	safari	lower	0.73226	55.60682	13.60757	12.94403	37.75682	11.95115	45.46352
51.94703	12.07811	lower	101.91847	58.97318	14.87467	9.95634	4.29676	0.00000	1178405	11.17005	12.27254	0304536228557	116	12.70118	2022-06-06 04:03:15	edge	1280	0.01690	77.55399	13.37128	14.56935	71.31245	13.13427	45.99159
45.39483	12.24119	600	122.81143	57.73445	13.83399	11.04724	4.64580	0.00000	888681	11.84094	12.58092	8024127343217	1850	12.53390	2020-04-01 21:24:54	chrome	800	0.01431	44.71905	12.10364	14.19959	49.70081	13.17479	41.81010
48.29287	10.94505	1080	158.60325	53.43261	10.14188	13.66615	4.00680	1.00000	722710	14.22235	16.27532	8253829771268	649	14.15834	2020-08-20 13:11:59	chrome	1920	0.07241	57.58923	12.35523	9.22756	59.51588	13.99521	34.98363
72.19773	11.07490	600	87.04397	56.01267	16.12644	7.44431	1.44302	0.00000	79151	10.07795	10.97351	0736990701565	100	12.95402	2020-04-13 15:24:00	edge	lower	0.02178	46.08167	12.70968	11.45493	52.56298	15.06180	52.87057
44.25169	12.09602	768	134.15388	62.41974	15.41286	8.45816	2.55209	0.00000	547183	12.70717	13.47867	6621713631608	2085	10.31378	2021-03-10 23:22:04	opera	800	0.00160	54.68743	12.80463	13.92215	61.73042	12.51302	47.64154
59.55838	10.83662	1024	55.10969	45.72021	18.27500	4.22972	3.96415	0.00000	1160586	13.47315	12.03843	0864835446521	1562	8.91493	2022-09-24 03:42:50	firefox	1024	0.00043	33.65093	14.70022	12.30718	50.55474	11.99897	68.62852
46.32062	9.37441	lower	80.35221	54.40703	14.25954	8.40474	1.96351	1.00000	74336	8.41768	10.69336	6264887213647	763	15.70938	2019-05-28 16:06:31	chrome	1024	0.34123	35.47001	13.20462	11.36484	55.94410	14.02188	56.44432
44.06115	12.04545	800	161.37415	75.34620	14.27223	9.95245	6.68786	0.00000	1139857	12.54133	13.25717	5341254162997	1636	11.39104	2021-12-27 08:14:16	mobile	1280	0.00460	72.33408	14.33652	13.85307	57.92837	13.49662	57.11057
25.48790	13.56347	lower	91.96718	47.06936	17.08726	8.95343	0.28604	0.00000	702489	11.07109	11.16943	9897399172514	1109	11.68027	2020-01-06 16:53:35	edge	800	0.00614	54.84416	13.46910	13.96828	66.05989	13.41098	39.62826
59.41501	13.17626	800	183.29107	35.40191	10.99165	14.08612	0.66853	1.00000	535984	13.81424	16.84326	1690858895898	142	11.80490	2020-05-22 19:16:19	edge	1280	0.00692	67.04222	12.33057	13.57552	39.38682	12.81506	37.37484
60.96483	12.44768	800	147.24900	63.37328	13.57585	13.09210	3.65974	0.00000	954632	12.60482	9.79442	2632100434072	1854	15.04962	2020-09-30 03:58:59	chrome	higher	0.17648	28.22654	13.06263	10.97734	54.03881	13.38873	46.88746
68.49363	11.10689	1080	205.89995	62.27139	13.26885	11.15119	3.43695	1.00000	226538	11.41524	11.85814	3116070040611	2037	14.84438	2018-11-19 03:00:34	edge	800	0.14368	60.38143	13.19978	9.81780	45.19595	12.78057	34.10162
63.96495	11.11476	1024	122.19820	72.26676	14.80861	8.12652	3.57497	0.00000	844709	10.72497	11.07395	8863358631874	1912	11.76132	2019-10-11 21:15:47	mobile	lower	0.00659	29.61119	12.93643	11.60738	47.12082	13.86757	35.50283
28.86186	11.66419	higher	153.27698	64.06098	15.52909	8.56057	1.45649	1.00000	520527	10.84759	11.61371	0298683295091	1055	12.58847	2023-04-06 23:54:36	other	1920	0.01508	41.68000	11.75648	11.87968	47.54581	11.75153	47.43554
40.51989	11.80458	800	180.66367	56.71140	15.55859	7.36609	10.78595	0.00000	1201973	12.08365	12.07782	1403229871960	2259	9.91529	2021-04-19 10:22:41	chrome	lower	0.00109	40.11871	13.84989	10.85160	39.02768	13.00613	37.89265
56.44867	11.59015	1024	44.10706	17.00337	16.08174	7.69079	1.80477	0.00000	190284	10.21628	10.57702	7032503639954	1814	12.44242	2021-08-08 11:44:28	chrome	1280	0.01307	39.15353	13.91501	10.78659	35.98667	13.34845	51.49393
50.98733	10.69603	1080	128.75309	49.27785	14.88849	7.72791	8.75338	1.00000	1286287	11.72180	13.14583	2927805144969	937	12.15075	2022-02-22 16:32:06	edge	800	0.00973	62.42455	11.61822	9.31003	44.43436	14.28366	36.38437
56.00174	10.06105	600	200.07686	27.27994	13.99189	10.00021	5.47785	1.00000	1051336	9.60932	11.57657	9735745384399	2343		2018-10-17 17:29:38	mobile	1024	0.62362	51.09867	13.29659	11.56993	65.52551	12.18192	66.99215
94.69585	12.87199	800	167.79229	48.92039	10.31386	13.30912	4.89824	1.00000	1177319	11.24670	17.00395	9614966815038	1431	11.81239	2021-12-23 18:59:40	safari	lower	0.00702	61.21417	13.91209	12.44499	46.15492	14.79759	33.64559
54.99501	11.75430	1024	143.05809	59.89426	15.45074	10.82017	1.61019	1.00000	338319	13.13192	12.14408	4085694978022	2454	14.57876	2023-06-12 07:41:57	edge	1024	0.11019	62.25199	13.30182	13.48855	46.61033	12.40558	40.40256
48.50275	12.47063	768	193.71581	38.07251	15.87038	11.57698	8.15124	1.00000	1322201	15.15501	10.71791	7877637645958	240	13.47117	2021-09-27 09:53:59	safari	1366	0.03642	65.07656	12.28466	15.13564	26.60971	13.24769	54.28503
62.40655	12.18074	768	109.50630	55.66430	12.52302	10.72844	2.86844	1.00000	316976	13.18459	15.53707	4320967443174	729	9.92652	2022-07-17 15:15:10	edge	1280	0.00110	20.98178	12.97255	14.21019	32.67007	13.73028	57.53898
57.87945	12.11784	600	39.60272	59.99998	16.30155	8.37322	7.08380	0.00000	933768	10.16936	11.03845	0305759697502	424	11.93112	2020-11-29 03:53:03	chrome	1366	0.00788	62.96083	14.51134	16.56459	63.03707	15.41723	51.98263
61.68918	11.84097	1080	141.52693	60.85364	14.28937	10.09658	2.79571	1.00000	715333	10.75409	10.73327	3938542949907	1023	11.97319	2021-01-14 06:55:52	firefox	1920	0.00815	60.25657	12.99340	16.91428	67.20760	14.59700	30.35488
46.01174	11.85583	1024	169.93365	43.42252	14.18047	9.46551	0.43038	0.00000	932634	14.64696	11.79883	2735110105816	947	9.86313	2019-07-19 18:02:43	chrome	1024	0.00109	66.46248	12.44371	10.84087	36.09457	14.00837	71.01102
51.36741	10.31974	768	75.25494	33.64198	17.53942	6.81473	4.59139	1.00000	1389210	10.32457	13.33084	1330862295726	2069	15.17104	2020-04-03 20:40:02	mobile	1024	0.19918	44.65485	12.39220	12.69543	59.07942	15.39420	39.23770
22.62889	12.74123	higher	244.52592	52.17224	13.10904	11.65165	1.36791	1.00000	81298	13.09050	15.05241	7450086965633	818	11.11940	2019-09-16 04:16:25	edge	1024	0.00355	48.12703	14.50162	15.45903	30.32099	12.10421	69.68302
29.86743	14.93592	600	145.15235	28.17405	15.66699	11.93708	1.09732	0.00000	1032836	10.51246	12.90860	0142358355040	112	13.12697	2022-03-18 19:09:25	edge	800	0.02583	47.92629	11.77261	13.85729	54.26620	12.01818	62.67082
45.76073	11.94701	800	127.86628	37.11611	14.84776	9.27620	0.25124	0.00000	455447	10.78739	12.52551	7998100813510	800	11.53037	2020-04-26 11:03:20	edge	1920	0.00528	49.98704	12.70691	16.74030	64.06663	13.39517	59.99616
