code	location	product_ean	store_name
BW	Africa/Gaborone	5430283696822	Tonota
US	America/New_York	2816614812056	Palm Valley
CZ	Europe/Prague	7448252334000	Karlovy Vary
DE	Europe/Berlin	6009166373250	Gifhorn
US	America/Chicago	5042706209382	Evergreen Park
MY	Asia/Kuala_Lumpur	5644592717295	Kulai
US	America/New_York	2938838611779	Martinsburg
FR	Europe/Paris	3176617573170	Valence
BR	America/Recife	4004249097414	Recife
TR	Europe/Istanbul	7635865369936	Bergama
US	America/Chicago	5845984060702	Kaukauna
JP	Asia/Tokyo	6959591133090	Motomachi
TZ	Africa/Dar_es_Salaam	5226000179903	Nyangao
IR	Asia/Tehran	5082607763095	Nowshahr
ES	Europe/Madrid	9030326840500	Las Gabias
US	America/Los_Angeles	0886965260129	Indio
CN	Asia/Shanghai	2323298321489	Boli
RU	Europe/Moscow	9525170906279	Tver
MX	America/Mexico_City	3224056149262	Guanajuato
NG	Africa/Lagos	3240153309484	Olupona
US	America/Chicago	0526184296591	Lino Lakes
CN	Asia/Shanghai	9168462475321	Boli
US	America/New_York	1118466805639	Far Rockaway
TL	Asia/Dili	4027922370833	Maliana
BR	America/Recife	1259340889816	Cabo
PT	Europe/Lisbon	5533218064595	Custoias
BR	America/Recife	4683988653749	Catende
US	America/New_York	4149442592974	Fayetteville
FR	Europe/Paris	2546764723161	Mitry-Mory
RU	Europe/Moscow	5144304339505	Kovylkino
ES	Europe/Madrid	6033414570603	Palafrugell
TZ	Africa/Dar_es_Salaam	6496833379866	Kidodi
GB	Europe/London	4515785138658	Kingston upon Hull
BR	America/Sao_Paulo	7313956998530	Loanda
JP	Asia/Tokyo	6317011901283	Sasayama
ES	Europe/Madrid	5207760243899	San Juan de Aznalfarache
AT	Europe/Vienna	5661376816739	Sankt Peter
ES	Europe/Madrid	5077897723430	Leioa
IN	Asia/Kolkata	9988509853178	Periyakulam
RU	Europe/Moscow	9278402321653	Valday
US	America/New_York	4067227684648	Kendall
KR	Asia/Seoul	7289842914673	Sinhyeon
DE	Europe/Berlin	2646573983913	Kirchlengern
US	America/Chicago	0479041899131	Pleasant Prairie
CU	America/Havana	6417272638758	Media Luna
PR	America/Puerto_Rico	1196513430812	Aguadilla
IN	Asia/Kolkata	0714952049290	Rafiganj
US	America/New_York	9007471490829	Martinsburg
PH	Asia/Manila	5870998276849	Cebu City
US	America/Los_Angeles	5161708402642	Kent
RU	Europe/Moscow	3162135794616	Bogoroditsk
FR	Europe/Paris	4919093309449	Gonesse
SL	Africa/Freetown	3007539199943	Freetown
TH	Asia/Bangkok	5630430595095	Yasothon
FR	Europe/Paris	9464305013195	Colomiers
US	America/New_York	5075843542333	Mechanicsville
RU	Europe/Moscow	3830698625707	Bavly
DE	Europe/Berlin	0367230293085	Walsrode
FR	Europe/Paris	3348319209842	Gonesse
RU	Europe/Moscow	3820846869336	Dyat’kovo
PL	Europe/Warsaw	4253098956384	Zgorzelec
TZ	Africa/Dar_es_Salaam	9936364344065	Iringa
ID	Asia/Jakarta	9067771384549	Ngemplak
TZ	Africa/Dar_es_Salaam	5645845276170	Mvomero
US	America/Chicago	4107819691392	Crystal Lake
BR	America/Sao_Paulo	6910436647547	Alfenas
JP	Asia/Tokyo	7633439456570	Motomachi
US	America/Chicago	7977013462602	Estelle
NG	Africa/Lagos	2320851990403	Kafanchan
US	America/New_York	0447573485405	Lutz
FR	Europe/Paris	2512268423982	Bron
JP	Asia/Tokyo	7163868107687	Karatsu
GH	Africa/Accra	2625170127104	Tarkwa
NG	Africa/Lagos	9907374647736	Shagamu
US	America/New_York	4361838899553	North Lauderdale
AM	Asia/Yerevan	1443894263226	Hrazdan
US	America/Indiana/Indianapolis	2740944594828	Greenfield
MG	Indian/Antananarivo	0578970880002	Antanifotsy
RU	Europe/Volgograd	8592666433244	Mikhaylovka
AR	America/Argentina/Buenos_Aires	9592405790873	Tandil
US	America/Chicago	6063775850687	Lino Lakes
US	America/New_York	2317347176045	Sicklerville
TR	Europe/Istanbul	8162580189086	Mudanya
ES	Europe/Madrid	3224260616239	Novelda
PK	Asia/Karachi	7349798480247	Alipur
NG	Africa/Lagos	6892926606268	Igbara-Odo
ID	Asia/Jakarta	5413101514416	Pameungpeuk
IN	Asia/Kolkata	8698231759815	Periyakulam
VE	America/Caracas	1023112604187	Barinas
PK	Asia/Karachi	4052592313347	Sangla Hill
CN	Asia/Shanghai	3126369461508	Heyuan
PH	Asia/Manila	1307401777234	Santa Catalina
BD	Asia/Dhaka	3616593311828	Kushtia
MX	America/Mexico_City	9990242556858	Zacoalco de Torres
DZ	Africa/Algiers	6908898559911	Frenda
ME	Europe/Podgorica	6896297896549	Budva
RU	Europe/Moscow	0397875092224	Zhukovka
GB	Europe/London	6919585952915	High Wycombe
US	America/Chicago	0463012699530	Schererville
AR	America/Argentina/Buenos_Aires	0816953139397	Pontevedra
US	America/New_York	5045223788453	Sicklerville
CO	America/Bogota	2660113745281	Puerto Colombia
IT	Europe/Rome	9382044023759	Somma Vesuviana
ID	Asia/Makassar	1667137466711	Majene
US	America/Los_Angeles	6393061535296	San Gabriel
TH	Asia/Bangkok	7487011117904	Roi Et
PE	America/Lima	7147934918230	Iquitos
ES	Europe/Madrid	1384054973282	San Juan de Aznalfarache
IN	Asia/Kolkata	4638317177083	Haldwani
JP	Asia/Tokyo	7327904576213	Hita
BR	America/Sao_Paulo	6501183225494	Imbituba
ID	Asia/Jakarta	2400904935725	Pekanbaru
SY	Asia/Damascus	3858907695723	Tadmur
IN	Asia/Kolkata	5775536929204	Kenda
PH	Asia/Manila	3210107020482	La Trinidad
PK	Asia/Karachi	9558893614305	Tharu Shah
FR	Europe/Paris	8780997194686	Montpellier
CZ	Europe/Prague	9390813904086	Most
PL	Europe/Warsaw	2901860109514	Brzeg
IN	Asia/Kolkata	3277268213528	Kundla
US	America/Chicago	0150477825528	Shreveport
AR	America/Argentina/Buenos_Aires	6309700158726	Chacabuco
PH	Asia/Manila	1389903056826	Manaoag
FR	Europe/Paris	4885812166153	Rueil-Malmaison
IN	Asia/Kolkata	5755431318242	Bhuban
IN	Asia/Kolkata	4500744741383	Rajaori
BJ	Africa/Porto-Novo	4107907858874	Tchaourou
RU	Europe/Moscow	0943745410928	Yablonovskiy
IE	Europe/Dublin	7115182427538	Athlone
CU	America/Havana	1195386267761	Media Luna
ES	Europe/Madrid	4727608845326	San Juan de Aznalfarache
PK	Asia/Karachi	2563434981881	Mianwali
US	America/Los_Angeles	8744384429317	Encinitas
VE	America/Caracas	8912731375994	La Victoria
NG	Africa/Lagos	4598925130682	Argungu
GB	Europe/London	9652833169570	Aberdeen
IN	Asia/Kolkata	8618577861966	Rajaori
CA	America/Edmonton	1794811894888	Sherwood Park
IE	Europe/Dublin	6461594189443	An Muileann gCearr
ES	Europe/Madrid	4928053060948	Talavera de la Reina
IN	Asia/Kolkata	8515946569105	Malaut
BR	America/Sao_Paulo	0081208057676	Viradouro
KZ	Asia/Almaty	3567587947366	Zaysan
US	America/Los_Angeles	5814184204773	South Whittier
US	America/Chicago	6806923914967	Fresno
AO	Africa/Luanda	2263122539812	Luena
BR	America/Maceio	6025924588421	Barra dos Coqueiros
UA	Europe/Kiev	4114778734169	Shepetivka
AU	Australia/Sydney	3319385105956	Strathfield
IN	Asia/Kolkata	5188769407157	Kashipur
VE	America/Caracas	5774012551618	Barinas
MY	Asia/Kuala_Lumpur	6494835038354	Batu Feringgi
CO	America/Bogota	6319360043102	Honda
RU	Europe/Moscow	4436987268908	Novopavlovsk
SY	Asia/Damascus	6366408117493	Tadmur
PK	Asia/Karachi	1937801564983	Daud Khel
US	America/Los_Angeles	3918105313505	Visitacion Valley
ES	Europe/Madrid	1997617741862	Segundo Ensanche
GM	Africa/Banjul	8978530072885	Farafenni
IN	Asia/Kolkata	4169089221068	Betamcherla
US	America/Los_Angeles	9507209316754	Bryn Mawr-Skyway
BE	Europe/Brussels	4267545512627	Houthalen
NG	Africa/Lagos	9654939155815	Lagos
KZ	Asia/Almaty	4278043867201	Zaysan
GB	Europe/London	7909892069351	Selby
BR	America/Maceio	7302352559223	Barra dos Coqueiros
UY	America/Montevideo	0076155335342	Durazno
DE	Europe/Berlin	1948886909408	Hofheim am Taunus
RU	Asia/Barnaul	5852687085444	Novosilikatnyy
CN	Asia/Shanghai	7974306374956	Boli
TR	Europe/Istanbul	6189803357932	Silvan
FR	Europe/Paris	8540240758665	Sceaux
AU	Australia/Sydney	2960035627888	Nowra
CD	Africa/Lubumbashi	6515043433783	Yangambi
IN	Asia/Kolkata	9281158966337	Aistala
US	America/Chicago	6637529699008	South Lawndale
BG	Europe/Sofia	6666614947670	Montana
CN	Asia/Shanghai	2366742483074	Boli
UG	Africa/Kampala	9293760864208	Paidha
AT	Europe/Vienna	1902817830636	Sankt Peter
IT	Europe/Rome	7442396768813	Gorgonzola
IT	Europe/Rome	0718764443239	Chiavari
MK	Europe/Skopje	9540220946432	Bogovinje
IL	Asia/Jerusalem	3801523028055	Ramla
PH	Asia/Manila	4284064079653	Calauan
BR	America/Bahia	7549240643071	Muritiba
US	America/Chicago	3678456905643	Brenham
NE	Africa/Niamey	1114342224457	Mirriah
BR	America/Bahia	6599720662918	Tucano
FR	Europe/Paris	0091878177604	Sceaux
US	America/New_York	5207803077245	North Lauderdale
US	America/Los_Angeles	4405744769569	American Canyon
RE	Indian/Reunion	7678152316299	Saint-Denis
PH	Asia/Manila	0381495401269	Calauan
UZ	Asia/Tashkent	7784090999538	Parkent
BE	Europe/Brussels	8181262439080	Gembloux
AU	Australia/Perth	9480785423767	Perth
US	America/New_York	6424544018965	Brighton Beach
JP	Asia/Tokyo	5605912886411	Ueno-ebisumachi
IN	Asia/Kolkata	5348618517110	Patti
US	America/Los_Angeles	1756598116713	Troutdale
UG	Africa/Kampala	5547668517334	Paidha
ID	Asia/Jakarta	4210157577591	Muncar
FR	Europe/Paris	7796855141328	Bar-le-Duc
CN	Asia/Shanghai	1347305166482	Hushitai
CR	America/Costa_Rica	1076960466278	San Rafael
BR	America/Maceio	9731554691437	Barra dos Coqueiros
US	America/Los_Angeles	1212437472476	Lompoc
RU	Europe/Moscow	8042179004979	Yeysk
LY	Africa/Tripoli	8644481016963	Ghat
US	America/Los_Angeles	7190657717338	Norco
CN	Asia/Shanghai	6653036331071	Dongdu
GB	Europe/London	2097250971301	High Wycombe
DE	Europe/Berlin	0035522693973	Hechingen
IN	Asia/Kolkata	0242543012120	Meerut
US	America/Chicago	4557801149439	Palestine
GB	Europe/London	1049941956983	Southsea
US	America/New_York	8670237727296	Malden
ES	Europe/Madrid	4136186747050	Leioa
BR	America/Sao_Paulo	3459315682277	Artur Nogueira
BR	America/Sao_Paulo	1074133498088	Caldas Novas
CN	Asia/Shanghai	6587327460082	Meizhou
BR	America/Maceio	5828871641079	Lagarto
PK	Asia/Karachi	5687169105279	Kanganpur
BW	Africa/Gaborone	1654148897191	Tonota
RU	Europe/Moscow	7153389083607	Volokolamsk
GB	Europe/London	0560894557764	Strood
FR	Europe/Paris	2415917485204	Colomiers
RU	Europe/Moscow	2667292903303	Naro-Fominsk
CD	Africa/Kinshasa	6612025611860	Kasangulu
KR	Asia/Seoul	3515517752733	Sinhyeon
UA	Europe/Kiev	9247724034619	Hlukhiv
ID	Asia/Jakarta	6505799387072	Labuhan Deli
GB	Europe/London	4787081819610	Penzance
UA	Europe/Kiev	7409254380105	Shepetivka
BE	Europe/Brussels	4996245722875	Rixensart
IN	Asia/Kolkata	7451774618565	Uran
US	America/Denver	4117120497040	Saratoga Springs
US	America/New_York	0387924884320	Bon Air
JP	Asia/Tokyo	3854086129813	Okegawa
US	America/New_York	0265386751841	Palm Valley
US	Pacific/Honolulu	1830102251388	Kahului
DE	Europe/Berlin	4643808480795	Hermsdorf
ID	Asia/Makassar	2821229818652	Balikpapan
BR	America/Sao_Paulo	8527758504670	Pato Branco
BR	America/Sao_Paulo	5810088232232	Esmeraldas
US	America/Chicago	8157752036732	Independence
PH	Asia/Manila	8767604054779	Tupi
MK	Europe/Skopje	3768406279273	Saraj
KE	Africa/Nairobi	0183014869471	Busia
US	America/Los_Angeles	9497349421497	Watsonville
BR	America/Sao_Paulo	4559487029067	Iturama
TZ	Africa/Dar_es_Salaam	3728820644040	Magomeni
US	America/Detroit	8619272242135	Waverly
US	America/Chicago	8360952209176	Bourbonnais
IN	Asia/Kolkata	5099701137530	Talipparamba
GB	Europe/London	9400851694273	Kingston upon Hull
CL	America/Santiago	5943979588924	Ovalle
DE	Europe/Berlin	5737592623892	Eppingen
DZ	Africa/Algiers	6923741373551	Ksar Chellala
BG	Europe/Sofia	0739796293685	Montana
IT	Europe/Rome	0592189474395	Villabate
US	America/Los_Angeles	3191925102515	Beaumont
SO	Africa/Mogadishu	1544526045187	Kismayo
US	America/Los_Angeles	3244291679812	Troutdale
UA	Europe/Kiev	1824576859065	Hlukhiv
IN	Asia/Kolkata	7222971159751	Chharra
XK	Europe/Belgrade	5480294097897	Glogovac
DE	Europe/Berlin	8295610741944	Wittenau
GB	Europe/London	2359863494746	Blackpool
ID	Asia/Jakarta	3081823237894	Pekanbaru
TN	Africa/Tunis	7677818167190	Siliana
SV	America/El_Salvador	3369463024266	Ilopango
CH	Europe/Zurich	5572513583851	Onex
US	America/Chicago	1204971554824	West Des Moines
MX	America/Mazatlan	6605151761646	Acaponeta
RU	Europe/Moscow	7959585136969	Kashira
IT	Europe/Rome	2103298251142	Catania
PK	Asia/Karachi	7833775403935	Tharu Shah
JM	America/Jamaica	5563924183945	New Kingston
CG	Africa/Brazzaville	7757381706108	Brazzaville
AU	Australia/Sydney	4444859709459	Eastwood
ES	Europe/Madrid	7770510016329	el Camp de l'Arpa del Clot
BO	America/La_Paz	9396961568309	Tupiza
FR	Europe/Paris	4814545304594	Marly-le-Roi
UZ	Asia/Tashkent	3213519010461	Parkent
BE	Europe/Brussels	2516831690740	Denderleeuw
NL	Europe/Amsterdam	5911186333606	Hardenberg
PH	Asia/Manila	1482569949690	Maasin
US	America/Chicago	7857456737812	Pekin
BA	Europe/Sarajevo	5434162855096	Bijeljina
RS	Europe/Belgrade	0563222852388	Sremska Mitrovica
CN	Asia/Shanghai	2278941552058	Zhuangyuan
SV	America/El_Salvador	5393342401662	Sonzacate
FR	Europe/Paris	6231816301515	Rueil-Malmaison
FR	Europe/Paris	3371099250544	Bar-le-Duc
PH	Asia/Manila	4467477849123	Antipolo
UA	Europe/Kiev	5255428144262	Artsyz
US	America/Chicago	4776000278577	Odessa
PK	Asia/Karachi	5050352482813	Kanganpur
RU	Europe/Moscow	1937034763115	Volokolamsk
US	America/Boise	2087927965160	Nampa
IN	Asia/Kolkata	5989477633216	Aistala
AZ	Asia/Baku	2972259536037	Astara
PH	Asia/Manila	0300424871867	Dipolog
CO	America/Bogota	8705429190012	Andes
US	America/Los_Angeles	0222769762504	Encinitas
NG	Africa/Lagos	5046702489649	Argungu
CN	Asia/Shanghai	1619501443347	Laiwu
IT	Europe/Rome	7603141995360	Novara
US	America/New_York	9840085237738	Middle River
BO	America/La_Paz	9688858175463	Tupiza
ID	Asia/Jakarta	4948254650311	Pameungpeuk
US	America/Denver	7662467530853	Kearns
ML	Africa/Bamako	7739363244389	Kati
MX	America/Mexico_City	5290901056380	Salvatierra
TT	America/Port_of_Spain	4568710894563	Port of Spain
US	America/Chicago	5649790283399	Odessa
BR	America/Sao_Paulo	6889234297363	Imbituba
PT	Atlantic/Azores	3375194977412	Ponta Delgada
TZ	Africa/Dar_es_Salaam	6422902211867	Same
IN	Asia/Kolkata	0140984060451	Moga
NL	Europe/Amsterdam	9247714244165	Emmeloord
PT	Europe/Lisbon	1413140013462	Albufeira
US	America/New_York	6705306976427	Acworth
FR	Europe/Paris	8096421799571	Cavaillon
BG	Europe/Sofia	8000433336693	Montana
FR	Europe/Paris	7922602648721	Marseille 11
GB	Europe/London	0650565957327	Penzance
SE	Europe/Stockholm	4659734593386	Hudiksvall
KR	Asia/Seoul	5109506241612	Eisen
RU	Europe/Moscow	6934452358577	Solntsevo
IT	Europe/Rome	0250351347983	Catania
PT	Atlantic/Azores	3131068697431	Ponta Delgada
PH	Asia/Manila	0779730479577	Jagna
CN	Asia/Shanghai	6081575016164	Wacheng
TT	America/Port_of_Spain	5501499145494	Port of Spain
AT	Europe/Vienna	2052517176042	Floridsdorf
NL	Europe/Amsterdam	0433412548288	Schiebroek
PH	Asia/Manila	1341156884120	Jagna
IN	Asia/Kolkata	5590946532697	Leteri
DK	Europe/Copenhagen	9386490047369	Frederiksberg
ID	Asia/Jakarta	5101446143193	Wangon
FR	Europe/Paris	7285156320292	Niort
IN	Asia/Kolkata	8790180127841	Leteri
RU	Asia/Yekaterinburg	2856737593784	Beryozovsky
IT	Europe/Rome	6319869488107	Montecchio Maggiore-Alte Ceccato
US	America/New_York	9763388298995	Peabody
US	America/Los_Angeles	0601645825548	Pahrump
IN	Asia/Kolkata	5622081687199	Gingee
US	America/Chicago	6610706031228	Rosemount
US	America/Chicago	6050192508512	Westchester
IT	Europe/Rome	6818864021024	Portogruaro
ID	Asia/Makassar	0431727697486	Majene
NG	Africa/Lagos	0527717663385	Efon-Alaaye
MX	America/Mexico_City	3465983822631	Salvatierra
IN	Asia/Kolkata	2639834574920	Barbil
CN	Asia/Shanghai	2332549927110	Shuangcheng
FR	Europe/Paris	2057542395994	Ajaccio
US	America/Chicago	8226247045808	Shreveport
DE	Europe/Berlin	6591172625664	Oschatz
BJ	Africa/Porto-Novo	7005326500558	Tchaourou
US	America/New_York	1006574644779	West Chester
TZ	Africa/Dar_es_Salaam	0672778464799	Usagara
GB	Europe/London	2450648468720	Lower Earley
GB	Europe/London	9361297317211	Lancing
PK	Asia/Karachi	3015689170132	Khairpur Mir’s
PL	Europe/Warsaw	5575388738234	Strzelce Opolskie
RU	Asia/Irkutsk	4573374995556	Ulan-Ude
SL	Africa/Freetown	2189070873733	Freetown
TJ	Asia/Dushanbe	4501987506777	Vahdat
NG	Africa/Lagos	6929061755527	Olupona
GB	Europe/London	0366044613799	Lower Earley
DE	Europe/Berlin	9314363851249	Stade
BE	Europe/Brussels	0136764582503	Gembloux
RU	Asia/Yekaterinburg	0411599042676	Saraktash
IT	Europe/Rome	1958292145413	Cordenons
IN	Asia/Kolkata	7518379825597	Aistala
DO	America/Santo_Domingo	2460225214541	Santa Cruz de Barahona
BY	Europe/Minsk	2640132879648	Dobrush
SA	Asia/Riyadh	6814143624313	Al Jubayl
ET	Africa/Addis_Ababa	1647281038262	Arba Minch
PL	Europe/Warsaw	7368558304258	Ustka
DE	Europe/Berlin	4657807817049	Wesseling
IT	Europe/Rome	2541548927445	Falconara Marittima
KE	Africa/Nairobi	8431958967671	Lodwar
US	America/New_York	8278942218209	Leland
FR	Europe/Paris	5942689012385	Bron
KZ	Asia/Qyzylorda	6415098629004	Kyzylorda
UA	Europe/Kiev	6062460948555	Zvenihorodka
GB	Europe/London	9637284102956	Surbiton
TH	Asia/Bangkok	6163143418164	Thap Than
IR	Asia/Tehran	2857318414184	Shahre Jadide Andisheh
US	America/Los_Angeles	4508819290514	Kent
US	America/Los_Angeles	7052799362985	Claremont
BR	America/Sao_Paulo	7214058940437	Santa Gertrudes
IL	Asia/Jerusalem	5674179927380	Rahat
PH	Asia/Manila	5938063410373	Dipolog
BR	America/Sao_Paulo	7193082239710	Esmeraldas
IN	Asia/Kolkata	3730416352192	Tiruppuvanam
CN	Asia/Shanghai	7963843611365	Yanliang
ET	Africa/Addis_Ababa	4503277069580	Arba Minch
EG	Africa/Cairo	1217822906888	Alexandria
FR	Europe/Paris	3033095794049	Fontenay-aux-Roses
IN	Asia/Kolkata	7496724520192	Chharra
PH	Asia/Manila	3972322651222	Talisay
PH	Asia/Manila	8014251535541	Antipolo
CO	America/Bogota	4891337498969	Buenaventura
RU	Europe/Moscow	9980531851443	Malakhovka
ID	Asia/Jakarta	6212272956136	Ngemplak
AU	Australia/Melbourne	0041948182670	Wheelers Hill
MX	America/Mexico_City	9222877488380	Santa Rosa Jauregui
US	America/New_York	5613924710440	Covington
IN	Asia/Kolkata	8134962728848	Rafiganj
PK	Asia/Karachi	9101562067126	Naushahra Virkan
GB	Europe/London	2219391589508	Mexborough
US	America/Chicago	0439019459071	San Juan
MX	America/Mexico_City	7985778288269	Zacoalco de Torres
BD	Asia/Dhaka	5291440784901	Kushtia
PK	Asia/Karachi	8304691937044	Kot Addu
NL	Europe/Amsterdam	4499443558531	Emmeloord
BW	Africa/Gaborone	5290582273229	Tonota
US	America/New_York	8946332737813	Woodlawn
US	America/New_York	3379037903743	Newburgh
US	America/Chicago	4933511752471	Columbia Heights
US	America/Chicago	7927315224309	Coralville
US	America/Chicago	2461252622262	Lino Lakes
VU	Pacific/Efate	4461949773794	Port-Vila
GB	Europe/London	4632612667430	Clacton-on-Sea
US	America/Chicago	3188762168941	Copperas Cove
CN	Asia/Shanghai	8320670090104	Beidao
US	America/Los_Angeles	1728028723945	Porterville
CN	Asia/Shanghai	8908472248352	Tianfu
US	America/New_York	1382701101163	North Lauderdale
FR	Europe/Paris	1562857373731	La Garenne-Colombes
ES	Europe/Madrid	2981770102980	Villaquilambre
US	America/New_York	2766784657738	Deltona
FR	Europe/Paris	2236019206074	Bar-le-Duc
CN	Asia/Shanghai	9314084852747	Tianfu
RU	Europe/Moscow	6876730360509	Severodvinsk
TR	Europe/Istanbul	8108864367306	Patnos
IN	Asia/Kolkata	9563814846574	Sheoganj
BO	America/La_Paz	3034683313383	Tupiza
HK	Asia/Hong_Kong	3425007785649	Tsuen Wan
IT	Europe/Rome	0711324590701	Montecchio Maggiore-Alte Ceccato
PH	Asia/Manila	2967040742070	Tupi
GM	Africa/Banjul	9667750096731	Farafenni
PH	Asia/Manila	9281037097954	Calauan
PR	America/Puerto_Rico	8867004383315	Aguadilla
MG	Indian/Antananarivo	1855186357597	Sakaraha
US	America/Chicago	2948566877712	Muskogee
KZ	Asia/Aqtobe	1881927074621	Shalqar
RU	Europe/Moscow	2698083236737	Tyoply Stan
IN	Asia/Kolkata	4327437007331	Narwar
GB	Europe/London	4441930173062	Arbroath
AT	Europe/Vienna	4587637278393	Sankt Peter
MG	Indian/Antananarivo	1506368872543	Ambatondrazaka
US	America/New_York	9943099377794	Far Rockaway
RU	Europe/Moscow	3197681238031	Zhukovka
MQ	America/Martinique	7148837552996	Le Robert
PH	Asia/Manila	6905462889047	Masbate
BR	America/Sao_Paulo	2313226473526	Alfenas
TR	Europe/Istanbul	2609533962793	Serinhisar
US	America/Los_Angeles	2762515741073	Camarillo
KZ	Asia/Almaty	7797246439666	Zaysan
CL	America/Santiago	1538725120523	Chiguayante
IN	Asia/Kolkata	5025876214943	Gariadhar
PK	Asia/Karachi	4424048010696	Sangla Hill
PH	Asia/Manila	3937126190209	Sorsogon
LK	Asia/Colombo	6026329015932	Hendala
CN	Asia/Shanghai	5136806533963	Ulanhot
UA	Europe/Kiev	1291208440357	Hlukhiv
GB	Europe/London	8642516161831	Exeter
ES	Europe/Madrid	2682640422794	Gernika-Lumo
DE	Europe/Berlin	2139170869983	Nidderau
IT	Europe/Rome	4061591095147	Sassari
RU	Europe/Moscow	7658305034232	Malakhovka
US	America/New_York	2966923409970	Dumont
US	America/Los_Angeles	2765845498433	North Tustin
IR	Asia/Tehran	8753433532779	Nowshahr
BR	America/Cuiaba	9835771268400	Nova Xavantina
FR	Europe/Paris	9168167758514	Le Chesnay
GB	Europe/London	7090092119905	Inverness
BE	Europe/Brussels	6715318339349	Denderleeuw
CN	Asia/Shanghai	1178480736487	Wacheng
ID	Asia/Jakarta	9870803887532	Simpang
BE	Europe/Brussels	5054930309660	Mouscron
JP	Asia/Tokyo	2085354776489	Hita
BE	Europe/Brussels	2142793055268	Beveren
JP	Asia/Tokyo	4958446576695	Nonoichi
US	America/New_York	3048564793041	Kendall
RE	Indian/Reunion	0239485523012	Saint-Denis
US	America/New_York	5109259114515	Lexington
IT	Europe/Rome	4050378083118	Ventimiglia
BR	America/Recife	6058450084846	Recife
US	America/Los_Angeles	0454656970390	American Canyon
TH	Asia/Bangkok	6350477258317	Kantharalak
US	America/Detroit	0993349914407	Waverly
IT	Europe/Rome	7044147978153	Gorgonzola
MX	America/Mexico_City	3607355479696	Salvatierra
CN	Asia/Shanghai	5211080999527	Yanliang
FR	Europe/Paris	2940986375588	Herblay
IL	Asia/Jerusalem	2285138948983	Rahat
UA	Europe/Kiev	1003386258873	Artsyz
TT	America/Port_of_Spain	0844746101658	Port of Spain
LK	Asia/Colombo	1472982578546	Hendala
PH	Asia/Manila	7649086748784	Burgos
BR	America/Sao_Paulo	2851024789307	Itaperuna
US	America/Denver	8365768915815	Carlsbad
PK	Asia/Karachi	2109858611692	Daud Khel
JP	Asia/Tokyo	7267506535709	Yamada
IN	Asia/Kolkata	3404782917575	Adra
PA	America/Panama	6488902100068	Veracruz
ID	Asia/Jakarta	7259245160991	Besuki
DE	Europe/Berlin	7812797687073	Gifhorn
KZ	Asia/Almaty	6667860748769	Zaysan
CA	America/Halifax	2188839442203	Charlottetown
RU	Asia/Yekaterinburg	4033605272837	Ozersk
PL	Europe/Warsaw	7597266381439	Zgorzelec
IN	Asia/Kolkata	8483008582730	Malaut
CN	Asia/Shanghai	4158408489265	Xiangtan
DE	Europe/Berlin	3926775736869	Friedberg
ES	Europe/Madrid	1287048746810	San Juan de Aznalfarache
RU	Asia/Vladivostok	5542619133397	Nikolayevsk-on-Amure
DE	Europe/Berlin	0030198343467	Stade
MY	Asia/Kuching	2969845969768	Donggongon
UA	Europe/Kiev	4347285973503	Nova Kakhovka
TL	Asia/Dili	1234893924375	Maliana
AM	Asia/Yerevan	6934720149944	Hrazdan
CN	Asia/Urumqi	8641104899057	Hoxtolgay
PH	Asia/Manila	8335753998215	Guyong
CN	Asia/Shanghai	4853093392486	Wacheng
DE	Europe/Berlin	1828893590892	Weimar
US	America/Chicago	6884530075691	Abilene
TR	Europe/Istanbul	3324634970469	Gaziantep
DE	Europe/Berlin	0102206581724	Wittenau
DE	Europe/Berlin	4185547628170	Hermsdorf
NI	America/Managua	6043915367657	Somoto
ET	Africa/Addis_Ababa	3647464218670	Debre Tabor
DE	Europe/Berlin	5107914475230	Halstenbek
ID	Asia/Jakarta	7200345641095	Pameungpeuk
JP	Asia/Tokyo	3869483844023	Minokamo
PH	Asia/Manila	1626400121252	Calauan
ID	Asia/Jakarta	0690716907542	Pameungpeuk
DE	Europe/Berlin	9300402444725	Wesseling
ES	Europe/Madrid	0589555047802	Novelda
US	America/New_York	4951572162558	West Chester
LK	Asia/Colombo	5888269322850	Dehiwala-Mount Lavinia
ID	Asia/Jakarta	6453990340887	Sukabumi
JP	Asia/Tokyo	0049929863761	Karatsu
CU	America/Havana	7130864070628	Media Luna
DE	Europe/Berlin	7470891543895	Bad Honnef
AR	America/Argentina/Cordoba	0661507819139	Esperanza
MX	America/Mexico_City	6572167996013	Salvatierra
ZA	Africa/Johannesburg	1110481446286	Vryheid
SA	Asia/Riyadh	8367819989837	Al Jubayl
RU	Asia/Vladivostok	2777156425640	Nikolayevsk-on-Amure
NG	Africa/Lagos	7215744953441	Igbara-Odo
FR	Europe/Paris	0554208991764	Marly-le-Roi
MY	Asia/Kuala_Lumpur	8312878914740	Kulai
IN	Asia/Kolkata	3803098168105	Uran
ME	Europe/Podgorica	5869628170329	Budva
CM	Africa/Douala	9439864106251	Tonga
BY	Europe/Minsk	6310988723285	Vitebsk
RU	Europe/Moscow	7045703628680	Kolomyagi
IT	Europe/Rome	4595541339260	Castelfranco Emilia
GB	Europe/London	0113184322001	Selby
UA	Europe/Kiev	4987077495082	Hlukhiv
AT	Europe/Vienna	2546191114112	Floridsdorf
